nbhd_num,x_coord,y_coord
70,-118.13107301910003,33.937806580358505
71,-118.2458803246595,34.038951882383714
72,-117.9504902263783,34.160961616221684
73,-118.20781119293478,34.13622936200048
74,-118.19538070258682,33.895036093266945
75,-118.29721448166806,34.08864702409793
76,-118.16912961721346,34.03263318230732
77,-118.07757375307595,34.13775868391178
78,-118.07914829460871,34.115401462192764
79,-117.98863195157313,33.924319346946305
80,-118.2563998483973,34.07896428197963
81,-118.37970915446994,34.659515290886446
82,-118.02898106145334,34.07387361561654
83,-118.40203291690807,33.91694485298468
84,-118.17580230914338,34.07907638149533
85,-118.23819193195172,34.07894300740766
86,-118.24193709838285,34.097528310944895
87,-117.80810810513556,33.553821162295726
88,-118.50203631401618,34.15210961943879
89,-118.30168213524803,34.01757623804638
90,-118.35230363245216,34.07911490966992
91,-118.24441175636619,33.96770891523907
92,-118.26853993999185,33.97463973035939
93,-117.95141173190972,33.71044294867901
94,-117.9278571908836,33.884039747209464
95,-118.30721463393903,33.89438036661645
96,-117.96032673680398,33.77880097602895
97,-118.2358967834356,34.11466334741747
98,-118.24675521422098,34.18188662065384
99,-117.84687885136823,34.144908717375614
100,-118.30940848971018,33.95127749166289
101,-118.50511436360905,34.290368464916526
102,-118.26190408981509,33.94120993921769
103,-118.41049415941762,34.61930751634674
104,-118.29390808697772,34.137040655380154
105,-117.97475088236239,33.998054468789995
106,-118.33496392537096,34.072710804973106
107,-118.38101336209081,34.266882615273076
108,-118.29764604525585,33.79312230413714
109,-118.29474380477237,33.86628392239584
110,-118.30671238020439,34.04503988222087
111,-118.30459436993759,33.98391743873165
112,-118.6628721624673,34.471722422115064
113,-118.07306475389399,33.830266760396796
114,-118.34742110471569,33.914657213871735
115,-118.39646910425843,33.86532108133744
116,-118.66111836067327,34.16367933524007
117,-118.19262516625751,34.11563483753963
118,-118.26749129452125,34.01709985707961
119,-118.32946468207987,34.12685914067801
120,-118.37132680930118,34.10995529953705
121,-118.33061047034909,34.09498657877691
122,-118.00500790014682,33.6955316162647
123,-118.21660553075488,33.97998413869089
124,-118.32981371045373,33.98613993671223
125,-117.92690275857865,34.01785703999314
126,-118.34441850076544,33.95652850421965
127,-117.77484183809669,33.677967774685186
128,-117.9637414013217,34.11204468681845
129,-118.32223712684204,34.029135476361965
130,-118.30228888613235,34.06395690770654
131,-118.20010835748907,34.20973235198877
132,-118.23530604256845,34.23220510920659
133,-118.37396525452934,33.997241829758025
134,-117.6415651347393,33.54960610583247
135,-117.76126694858256,33.54476862861171
136,-117.78590834388551,33.5826770896587
137,-117.69913393565172,33.59185563225731
138,-117.70490929127331,33.52748533081725
139,-117.72805265815335,33.60913266980362
140,-117.9515595679739,33.9598707856433
141,-117.95153856581334,33.92813651684307
142,-118.5066319717592,34.20202265275629
143,-117.67483647386385,33.65626742277261
144,-118.45012042805354,34.682302046158775
145,-117.83576719620238,34.61473494070181
146,-118.36499821432471,34.28080418462969
147,-118.12205474183534,33.846971824406985
148,-118.00930900685924,33.90245604819556
149,-118.17410029749946,34.69266303762296
150,-118.04065707875819,33.850368515764046
151,-117.95328487190875,34.03226501744998
152,-118.31760119943641,34.079871166975366
153,-117.62404564759869,33.58260785998071
154,-117.77077768324108,34.120473189286216
155,-118.35316008985062,33.8884611416935
156,-118.32666238820948,34.012239951170436
157,-118.35862615009584,33.93814528041715
158,-118.29350915252685,34.61219632812436
159,-117.67888538254381,33.72867034046423
160,-118.21235165932782,34.071787366394744
161,-117.98092288266487,34.5231698919013
162,-118.31747197505743,33.79336632435945
163,-118.1606889183118,33.80528441267438
164,-118.38521908761051,34.30220454077771
165,-118.0593406516779,33.79710603805132
166,-118.28771355633673,34.10848174985438
167,-118.20126524521238,33.92401536010431
168,-118.78412714403488,34.036739469348824
169,-118.3090173178634,33.967280092478404
170,-118.39715723260858,33.889465332744344
171,-118.44780493414521,33.976731213690336
172,-118.43542480518711,34.00938946490138
173,-118.00347369779169,34.119221406516914
174,-118.18784782353322,33.98859825515566
175,-118.36057939759365,34.04125882528049
176,-117.98500843935757,33.744971154653314
177,-118.34523687960767,34.05754662849002
178,-118.45986205443192,34.26690029724219
179,-117.65447719369227,33.60833658964556
180,-117.99213194179279,34.165028871401596
181,-118.1108688127237,34.015204720068965
182,-118.19344463618052,34.09370367679445
183,-118.13255183771797,34.0497309679644
184,-118.21680342197062,34.10343588611236
185,-117.8697713732109,33.61603052777539
186,-117.8552248335599,34.68372146904893
187,-118.02385628565116,34.10293614090866
188,-118.47825129849372,34.238690418005646
189,-118.37802535704479,34.18096416782546
190,-118.52980832432497,34.23892180722457
191,-117.79470336925556,33.764788378867685
192,-118.42842872604315,34.75958238093376
193,-118.17128226079559,34.62554598775598
194,-118.02640168811237,34.00670422093782
195,-118.08287300585798,33.9069084449584
196,-117.82222015582758,33.804635786340626
197,-118.54613897506897,34.07838353283591
198,-118.41632147925142,34.26376700889662
199,-118.0866596937148,34.59803712049932
200,-118.40962025202282,34.024958070467015
201,-118.39757954890192,33.787069811571165
202,-118.44538574000924,34.224328057201824
203,-118.16503819295957,33.89765588580699
204,-118.13551023160751,34.16127842364806
205,-118.08862282036353,33.9903136426592
206,-118.3866402005959,34.053821708534194
207,-118.28677643611316,34.04454006883228
208,-117.85521118259751,33.88080326053329
209,-118.4388173161257,33.950099190067384
210,-118.41496586058308,33.97868058179915
211,-117.76535300334687,34.05845053895307
212,-118.54759979926263,34.278373126307095
213,-118.21632881544993,34.65268311607538
214,-118.218393193528,33.85818863508432
215,-118.36364764350746,33.75512327105675
216,-118.42589681019348,34.03432905601529
217,-117.59876830165979,33.63186029726649
218,-118.37676705466428,33.85713039081886
219,-118.54033708003807,34.20362003881141
220,-118.69642515184351,34.65656335667456
221,-118.35067224754249,33.77861279038228
222,-118.34855094721117,33.76254370906324
223,-117.56083312322151,33.534588075357156
224,-118.08228772384774,34.06889063226576
225,-118.08040098311413,33.78861026023304
226,-117.89149142316475,33.97151131565493
227,-117.61034796347646,33.45031705837859
228,-117.81040871645867,34.10674185276222
229,-118.43626128328312,34.28863516257764
230,-118.09903221120825,34.09477213480863
231,-117.6543967377433,33.50135952530527
232,-118.11318945195409,34.12237659368738
233,-118.10253856374575,34.13927473960443
234,-118.29231981830476,33.73791573434209
235,-117.88205441767732,33.73661546115411
236,-118.49961393197913,34.41086176636795
237,-118.06249101468664,33.933089655141636
238,-118.4812580566896,34.023286881655345
239,-118.44918040547803,34.03611036011215
240,-118.07152765410571,33.754308570126334
241,-118.48868265927187,34.176930065569074
242,-118.33862907462479,34.24030925273324
243,-118.44218517516019,34.15079703461021
244,-118.05033527700141,34.16871665619574
245,-118.16826161398696,33.80293050759701
246,-117.67942188563002,33.75987413611953
247,-118.26902465341601,34.09423659585956
248,-117.8227387799622,33.956870132731304
249,-117.88307463299549,34.455925556116405
250,-118.0483680818793,34.049326306229815
251,-118.19252555589603,33.94464863452142
252,-118.2685760292569,33.99655680129673
253,-118.15730162266915,34.1102411015673
254,-118.08801846442542,34.04763932748245
255,-117.90411574758257,34.01222288256506
256,-118.03113732556979,33.93364882411335
257,-117.99315586973073,33.80029657753194
258,-118.58499651255475,34.39016015543512
259,-118.38864386468505,34.139809110767224
260,-118.31264786399305,34.26919009712826
261,-118.38849037194964,34.22019572075759
262,-117.95853813904583,34.55694203528247
263,-118.44882702768592,34.31288716973586
264,-118.54616041449098,34.156634726413486
265,-118.05788906399617,34.10219384110629
266,-118.35719201217152,34.15205819994251
267,-118.60531404806282,34.096447546300425
268,-118.34170536963306,33.83458052969306
269,-118.26597709276305,34.37282944836301
270,-118.2805044311562,34.25869101954161
271,-117.81073754416661,33.73083706016443
272,-118.43733253776085,33.38400965170433
273,-118.7719829933961,34.08236341798076
274,-118.62199036424842,34.374796979529705
275,-118.35163140085217,34.13886067848562
276,-118.2835411055688,34.02816732741101
277,-117.93008467656784,34.0400362395027
278,-118.41836393614611,34.18649077775832
279,-118.39740391842825,34.163310267946216
280,-118.65817943350761,34.445607104573135
281,-118.4647822035959,34.198518637962145
282,-118.46205134127509,33.99126503340746
283,-118.29057219354418,33.967202628804856
284,-118.29042707956282,33.983951092966045
285,-118.29896319349521,34.002044688353344
286,-118.28586073439527,33.94195438132942
287,-118.21025816499856,34.00193281174016
288,-118.45687716000315,34.05737659158579
289,-118.34835472205421,33.99551489468047
290,-117.81019153126361,33.8180963435111
291,-117.92368048713962,34.098383086974856
292,-117.8593592450084,34.03345794182626
293,-118.2219768262496,33.96829295383062
294,-118.24077834431456,33.939824300672356
295,-118.35281742308396,34.02943569146862
296,-118.2931152169075,33.82294898231426
297,-118.40069379783137,33.95340840666377
298,-118.26968101738075,33.8945155256771
299,-117.90550838724529,34.05610764579953
300,-118.63786475616854,34.206387973598765
301,-118.37181888399736,34.08826872797365
302,-118.27383868160146,34.06191617269212
303,-118.82206276600779,34.136897474821
304,-118.43016339279274,34.04664057427486
305,-117.99376306770819,33.7521502824219
306,-118.30178349242973,33.941716351109015
307,-117.96806951550549,34.05113902558263
308,-118.06903235502143,33.976754196969225
309,-118.43763696546374,34.06623357044218
310,-117.65629332394973,33.7004390523019
311,-118.01877468346112,33.967875438227985
312,-118.06185322751193,34.03395169495222
313,-118.25493399747023,33.916438412447775
314,-118.25985962743358,33.7807437088041
315,-118.31989639775122,34.06909193861709
316,-118.57523772967653,34.210608543264335
317,-118.60494236761463,34.16633259233429
318,-117.77163237037668,33.89562605358266
